,10 HK,101 HK,1038 HK,11 HK,12 HK,14 HK,142 HK,16 HK,17 HK,179 HK,19 HK,2 HK,20 HK,23 HK,267 HK,291 HK,293 HK,3 HK,315 HK,363 HK,4 HK,494 HK,5 HK,511 HK,6 HK,8 HK,83 HK,941 HK,97 HK,992 HK,66 HK,762 HK,883 HK,282 HK,2388 HK,330 HK,1199 HK,551 HK,144 HK,2038 HK,388 HK,939 HK,386 HK,3988 HK,1398 HK,2628 HK,2318 HK,3328 HK,1088 HK,688 HK,857 HK,2600 HK,700 HK,836 HK,1109 HK,1880 HK,1898 HK,1044 HK,1299 HK,151 HK,322 HK,1928 HK,135 HK,27 HK,2319 HK,823 HK,1 HK,1113 HK
19 HK,0.0009429467056179673,0.0010265932359756805,0.00025687245010027156,0.0006208329112913551,0.001113102942434193,0.0009528810224614523,0.0006437636816862517,0.0011325341314011958,0.0013022693872100813,0.0009437199357415452,0.0014317133892672274,0.00021714303844634,0.0011011669455505424,0.0007704666207128873,0.001052498658888958,0.000940027808201957,0.0008494243067487883,0.0004351000524248859,0.0004569156771563234,0.0008903212413766549,0.0011830352093723092,0.0007866904972813474,0.0006326797184693226,0.0006709900565681856,0.0001534246473591149,0.00032403711488764736,0.001272996733053117,0.0006860761969984848,9.114730605275181e-05,0.0008626748987877333,0.0006331895130580454,0.0008110484789621524,0.0007666705727100372,0.00039260633066762077,0.000752031689256369,0.0007589994718700207,0.0011403571208668738,0.0004054268882982227,0.0009641007810965702,0.0008634160858277684,0.001113676158638422,0.0009061846203686124,0.000781802339287041,0.0007933825104839055,0.0009656840938899905,0.0007306347972752612,0.0009102058806096112,0.0010011030532502754,0.0010766433441312673,0.0009324797996207749,0.0007413241716679068,0.0011259963891189463,0.0007920897215500869,0.0007581608009430437,0.0008931359563043688,0.0009199749653720764,0.0015301578324370489,0.0005175409501862603,0.00036539987351742455,0.000501052920705883,0.00036107968553613116,0.0005973953311912085,0.0005655100789236701,0.0007500866990966522,0.0006619133979588329,0.00039804721423444985,0.0010944347430321857,0.0011282582062165944
2 HK,0.00018900666817026795,0.00019557712591965066,0.00019784350908603858,0.00019409193058286917,0.00017571872959029812,0.0001832638572418206,0.0003678865049401022,0.00017129257615416726,0.00020850318406522527,0.00011073708943142497,0.00021714303844634,0.00041884436687502805,0.00024709304263318836,0.0001977355653902725,0.00023331146607119655,0.00020980199052160586,0.00014186259943864274,0.00037104385605564726,6.14799672998159e-05,0.0001453730344988385,0.00021863052169611704,7.68635088500166e-05,0.00015178333998470833,0.0001560358819235086,0.0002714426995751484,0.00015714922811971182,0.00017197534679062296,9.623454410204102e-05,0.0001789748231513354,0.0001589165137600363,0.00018494024833968915,0.0001783808894070729,0.00023970604579430665,0.0002974838061397755,0.00021343233835816367,0.00011176254479388597,0.00022454029209114984,8.71894170116715e-05,0.00015199100809321398,0.00015676105759785446,0.00012049320684926118,0.0003703620140022367,0.0002518908825497423,0.00034528327519666764,0.00034976936602390286,0.0002234207218691305,0.0002391685478874518,0.0003396514732051129,0.00029891035904301173,0.0001831549585047628,0.00023510807284978964,0.0003266495505683785,0.00018579404714217707,0.00021258554375763665,0.0001226079940677844,0.0003032879426730813,0.00026296677915599103,0.00016351583484719995,0.0001911405914660804,0.00012876462239136104,0.00011082208375784956,0.00018789733363688713,0.0002646943654222378,0.0002611971297418085,9.564411601944621e-05,0.0002033946811765082,0.0001732459342362403,0.0003191162164523764
20 HK,0.0014122976773485354,0.0015304336270482825,0.0003732039736413952,0.0007436509538621775,0.0014558361786584041,0.0012953167850416837,0.001091227403177064,0.001255034064484709,0.002167295734717895,0.0010626131420947184,0.0011011669455505424,0.00024709304263318836,0.0025414103869538835,0.0010032114838388363,0.0013248424067111055,0.0012971023910001748,0.0009941355314539325,0.0005683067926426837,0.0003692108074843308,0.0011303649250396248,0.001804296326597226,0.0010197195025730104,0.0007962275130582679,0.0007644674490194129,0.00016679846042565378,0.0005966306164118742,0.0018887928525551391,0.0008206103559821144,0.0012622164192237213,0.001124791566530921,0.000938343751634013,0.001288646091674337,0.001327642389218579,0.0008296974028956813,0.000993383783695878,0.0008176383856819816,0.0016252856618244325,0.0006333778909285546,0.0013356436923352465,0.0011825107230431454,0.001334264640953467,0.001160277619406057,0.0011279297578106326,0.001164565463868576,0.0012478747982403856,0.0012211838619467486,0.0012829850777462543,0.0012713747531625987,0.0014186364581600587,0.0019345731281238425,0.0012926394983630855,0.002077253606759022,0.0011560681093768898,0.001115816007227943,0.0019163176660073993,0.0016189264360300013,0.0019994537484057926,0.0006720404324513146,0.0006154856530846396,0.0007253595727943251,0.0008289239680939301,0.000979613687025677,0.0013075574992468559,0.001866710586687012,0.0010176584988168171,0.0005547874763039,0.0011978186304867121,0.0011987860316421744
23 HK,0.0008725529731869187,0.0009826583304186585,0.0001989230115546383,0.0006750038569523696,0.0009363243075360557,0.0008013512870019907,0.0004506370421153081,0.0008794805379861365,0.0013192777849674242,0.0007953283254852025,0.0007704666207128873,0.0001977355653902725,0.0010032114838388363,0.001571206562398309,0.0011337000950893922,0.000927941410675126,0.0008042016290914324,0.00031549148283078517,0.00018668523190640333,0.0008720536682105865,0.000941853917895153,0.0006869402376778386,0.0007228862056543801,0.0005995638137644266,0.00014908172444718664,0.0005010458742551558,0.0011253957485356935,0.0005885816588158937,0.00033669898471589684,0.0005540178882605663,0.0006320561342646869,0.0006928700036233399,0.0009068711931425518,0.00024209354656919315,0.0009598091140453164,0.0006373173566986454,0.001188900621495184,0.0004131608240258015,0.0010222367433713815,0.001048893771979139,0.0011000039682125475,0.0008741400764758953,0.0006313770625157345,0.0008177785853662369,0.0010170731990644466,0.0009201324800800976,0.0010535723197069463,0.0010039271577657858,0.001159929848900478,0.0010516842284545892,0.0008253358515303342,0.0013421824063013248,0.000851553038024311,0.0007961884510652762,0.001122572270180334,0.0010566416637409223,0.0015961546124745615,0.00042795212923899196,0.0004567710364016811,0.0003878409219190843,0.0004489598201890278,0.0007616539228512037,0.0007887571878701093,0.0013024697599696984,0.0006895708748775188,0.0004079642142463364,0.0008618947993077784,0.0011597928557143516
267 HK,0.0011615645134994868,0.0012572031837546614,0.000407436257422069,0.0007599182665001734,0.0012198985377560947,0.0011203783716270648,0.0010335847739886444,0.0012195942563480865,0.0018771498702124083,0.001244486309770482,0.001052498658888958,0.00023331146607119655,0.0013248424067111055,0.0011337000950893922,0.0035157174491352973,0.0017727464809360874,0.0011379360384949143,0.00048270304542897305,0.0008227822182180943,0.0015599783135085705,0.001298512021126893,0.0011996409105023303,0.0008931094316257063,0.0007572056033567967,0.00012999276695128576,0.00047356139610234195,0.0017655737837327056,0.0011064804586346547,0.0005141259186249887,0.0010669640825204563,0.0008922060459434911,0.0012865900558523332,0.0013756825689053924,0.000583422705535224,0.001070468996086668,0.0011438872515682746,0.0020092260139935605,0.0005440496759067069,0.0016650363330730608,0.0017042316944935688,0.0016255728962221569,0.0016529098202947075,0.0012262425039806257,0.0013558751992932437,0.0016219635185085839,0.0017926689803558708,0.0019484897030915623,0.0017195499850362929,0.001960960651547443,0.0016854686508380675,0.0014984831824112785,0.0024187638748011356,0.0013010108297292922,0.0012559301226186686,0.0018291033495494878,0.0017829014125466693,0.003210980654410803,0.0006773695068279069,0.0005999305027571003,0.00048529216290347317,0.0007153284036626511,0.0010822974595455933,0.0013132799821685766,0.002038823827552468,0.0010658678808035521,0.00036166459633113447,0.001129772185494607,0.0008405256746059428
291 HK,0.0011486183985792155,0.0013973587316432753,0.00032389079779409486,0.0007191307992073058,0.001216509293193696,0.0010523529959905532,0.000779517239362057,0.001191549101153815,0.0017722460078652602,0.0010573150772468932,0.000940027808201957,0.00020980199052160586,0.0012971023910001748,0.000927941410675126,0.0017727464809360874,0.003471206107405621,0.0011454520452747162,0.00041092022807141386,0.0005924883234122655,0.0012521850333093696,0.0012311164232667803,0.000848749900150317,0.0008492369611710702,0.0007154640725373242,9.952739408285333e-05,0.00038556953678086747,0.0015439471807266387,0.0011017651610968847,0.0006364318810925558,0.0009285157271138943,0.0008048854286993246,0.0014533551140831862,0.001196022606416489,0.0006912260330973995,0.0008661313863834792,0.0008488129844088025,0.0016353497826119014,0.0006217598076742348,0.0015701328589017257,0.001392764247915761,0.0014696492543534681,0.0011361087086097972,0.0010602197710598582,0.0009657407499087299,0.001158612337680351,0.0011170479949453374,0.0013130762115139826,0.0011867771628339971,0.0015168462387559394,0.0016366658512874859,0.0010662974078641586,0.0017370665095108532,0.001058268780859757,0.0011882053398662806,0.001760655853604413,0.001591723549101657,0.00229817134410094,0.00066785360714634,0.0003150767098210912,0.0005925191094113415,0.0007292611418805016,0.0004904069764502714,0.001111788192852982,0.0011493645220140014,0.0010181974863706874,0.00038524722795693335,0.0011530458422929538,0.0003005971742728409
293 HK,0.0008540012234292789,0.001075708033682833,0.00020955438417405184,0.0005785087910515962,0.0009271313505944725,0.0008216152629377608,0.00036920396876310437,0.0008817680668659669,0.0016254427706882256,0.000918836987726243,0.0008494243067487883,0.00014186259943864274,0.0009941355314539325,0.0008042016290914324,0.0011379360384949143,0.0011454520452747162,0.002136353942773954,0.00012093036097804208,0.0002490664559134852,0.0009320525425850721,0.001006025970586036,0.0011423746062487299,0.0006723232501745494,0.0005971130672981185,8.769893262325298e-05,0.0002962539298049815,0.001353499951904362,0.0006472779706460997,0.0010083601435134084,0.0009357537684550576,0.0006862047181799056,0.0009481467058844216,0.0010081182682443416,0.00028354929617339545,0.000837251773797838,0.0008043940433814778,0.0012828964004375622,0.0005767217949554591,0.0011398071655001586,0.0011979455675166788,0.0011329697057525267,0.00095931080820947,0.0010611338013350826,0.0010212757898777596,0.0010622855107361693,0.0008083427629019576,0.0009149269337541976,0.001071521437761382,0.0008956537427486062,0.0013132188608867364,0.0010814821646352739,0.001667222729689656,0.0008935453486452825,0.0008276163054731846,0.0012680655460681977,0.0015889046962188238,0.0016194949377837575,0.000559333742464462,0.0004347452117645573,0.0005000671186200866,0.00021444333161341542,0.0007974355964289802,0.0008219994251955011,0.0018510431731510622,0.0009219726183462505,0.00034125366698438197,0.0008496873031759216,0.0010020679728421984
3 HK,0.00046512768940498115,0.0005557817043071403,0.0003126280200588379,0.0003041984107642651,0.0005231462862358224,0.0004375146990114257,0.0031473049087617725,0.0004736620512672797,0.0006411929771957509,0.00022007135847215922,0.0004351000524248859,0.00037104385605564726,0.0005683067926426837,0.00031549148283078517,0.00048270304542897305,0.00041092022807141386,0.00012093036097804208,0.0025802874476243453,0.0007854335012207012,0.00019695051973297697,0.0004893592447657403,0.00019575956191297247,0.00025861450539912614,0.00030624966299221216,0.0003488073087946894,0.0010539338360849126,0.00029739138102956834,0.00024261230930536616,0.002008089466467186,0.0022544375084256212,0.0004123809144976957,0.0007168291532728992,0.0004989153701076691,0.003568992190354854,0.00021828328728074373,0.00032783341758709726,0.00030885049286674427,8.584829453383887e-05,0.0004513078888432457,0.000102027970650078,0.00038593767084771927,0.0020846359994598353,0.0021628838660705013,0.0019536870282348085,0.0019858405305912172,0.0004465017856075986,0.0005615149875190317,0.0022547198225173785,0.0007132520476338705,0.00047011250058318836,0.0009899109047902652,0.0013129571536708957,0.00039548335746443096,0.0001935177475561249,0.0003942674732000841,0.00045340823026230535,0.0004345293356885152,0.00031943111809196623,0.0003511932460265108,0.0003495167006444203,0.0004101325501143624,0.00032311920229086,0.0011724560639690394,0.00011997663981096693,-3.5154347049715716e-05,0.0005122857567665753,0.0004597917760250961,0.0006202277549894582
315 HK,0.0004130355882299537,0.0003458282355458674,0.0002194424159074069,0.00013694550740875339,0.0004291921427170067,0.0004383165784351462,0.002113252685409469,0.0004117201208573308,0.0006536139899383384,0.0004141635133565989,0.0004569156771563234,6.14799672998159e-05,0.0003692108074843308,0.00018668523190640333,0.0008227822182180943,0.0005924883234122655,0.0002490664559134852,0.0007854335012207012,0.004188586141561678,0.00040060976260455097,0.0004020086084498246,0.0007077720636628341,0.0002428367980044349,0.00031827738213110167,8.21523265134052e-05,0.0018561377318883161,0.0005237598706794494,0.0003665885228557184,0.0013087363270757083,0.0017572349877828972,0.0003249324138977305,0.0007781972567550632,0.00043170244172316587,0.0015666466312082624,0.000184280202000874,0.00047623642306031855,0.0007584960461863975,7.422488724545343e-05,0.0005054702742148367,0.00044374088393757193,0.00047000376187601907,0.0020517455736883427,0.0015976627448503551,0.0019011894479044507,0.0018262260472230983,0.00041494182772797915,0.0004989371338508213,0.0014261691160415539,0.0004953435436449927,0.00031521922852348046,0.0009198488827285601,0.0013023197466365116,0.0006279045186018909,-1.1251877066481954e-05,0.00032091829574573184,0.00044036123077810676,0.000472690210811243,0.00016896039403184996,0.0002396434415656617,-0.0005891582592013365,0.0003429527851110843,0.0005937751424072758,0.0006289371417095955,2.7451414102448877e-05,9.728872384537159e-05,0.00025713920389549644,0.0004963622797659195,0.0005423476549659279
363 HK,0.0009689141838439056,0.001075228387167662,0.00020975089165018064,0.0005854925625575863,0.001095189707544968,0.0009731247832093474,0.0005224221122896551,0.0010626427359127898,0.0014946370058106563,0.0007765631190169166,0.0008903212413766549,0.0001453730344988385,0.0011303649250396248,0.0008720536682105865,0.0015599783135085705,0.0012521850333093696,0.0009320525425850721,0.00019695051973297697,0.00040060976260455097,0.0024870428048224587,0.001132875383620395,0.0008268230358169448,0.0006236852797691907,0.0007120846003699776,0.00011671833474944851,0.00046818656572656113,0.0013727488458858564,0.0007736180457074502,0.0006659827789586074,0.0006922716903418768,0.0006445642459341703,0.0011421746919590607,0.0010456764884015477,0.0003394963272927956,0.0009005093273529961,0.0008515244456918973,0.0014870220035602681,0.0005302234847428354,0.0013699464072953584,0.0011929024292858465,0.0012954154417725034,0.0011398232257605779,0.0007645097097364071,0.000982457828974505,0.0012721228549625522,0.0012789504000122408,0.0014418667799793717,0.0011445375331645088,0.0013577369325730635,0.0017099369210087114,0.0011625052078420308,0.0017728888353813585,0.0011046709905999745,0.0009992552071268167,0.0019148772119924843,0.0014600584441115687,0.0019142321169054383,0.0007022026463839897,0.0005429503287131021,0.0006508486932133755,0.0005369181172691668,0.0007976722261179524,0.0012850789668218102,0.0010861361825673394,0.0010578911856012178,0.000462873489314881,0.0009560369026987331,0.0012453643813862463
4 HK,0.001210482446695971,0.0013484048816680741,0.000289953672199306,0.000762638681193133,0.0015004328107688645,0.0012272535417434188,0.0008224369648030052,0.00142801433659327,0.0020193292889670797,0.0009725279304713631,0.0011830352093723092,0.00021863052169611704,0.001804296326597226,0.000941853917895153,0.001298512021126893,0.0012311164232667803,0.001006025970586036,0.0004893592447657403,0.0004020086084498246,0.001132875383620395,0.0022322886955873098,0.0009948709302518872,0.0007677001921864224,0.0008258362299343936,0.00014093732142621314,0.0004536186511720054,0.0017357810504631688,0.0009147154757722834,0.0007095497737223786,0.0011438407332747052,0.0007926212282075527,0.0010725085104095677,0.0011466549701475586,0.0002888447232136303,0.0009573473551394166,0.0009694806316295429,0.0015385120796539925,0.000549888870432823,0.00129601415306443,0.001002733918138732,0.0014417552920058911,0.0011097173871402067,0.0011289203620434686,0.0010442960274149838,0.001262152865776649,0.0010630866664262735,0.0012250688197895055,0.0013012445636425905,0.0014439940860050773,0.0015335160850742345,0.0011175676562419203,0.0016753799394728154,0.001089089731610755,0.0009892387540332687,0.0016219067247886798,0.0015513034957982752,0.0020510469623551573,0.0006492879278796442,0.0005439555577680671,0.0005724303283872452,0.0006280387158678028,0.001030459973943371,0.0010477487373207037,0.0016874704752457002,0.001026840496591903,0.0004508773542067271,0.0012640351144375403,0.0011412953958537886
494 HK,0.0008162607209449423,0.0010792179937190486,0.0003276839641838164,0.00047269142557846593,0.0009009814584745485,0.0007477122466358952,0.0010965999100295712,0.0009362482690034832,0.0019813069734382423,0.0009455986692348445,0.0007866904972813474,7.68635088500166e-05,0.0010197195025730104,0.0006869402376778386,0.0011996409105023303,0.000848749900150317,0.0011423746062487299,0.00019575956191297247,0.0007077720636628341,0.0008268230358169448,0.0009948709302518872,0.004482449623966497,0.0006504417754028951,0.0006312982026998677,5.736658504979916e-05,0.0005990999974136788,0.0014882143138173014,0.0006996132589425769,0.0007230941642953468,0.0017376029692087922,0.0009252874015579594,0.0011448333255373595,0.0013585410834036512,0.0004006456531873487,0.0005048854567390994,0.0010648456956637016,0.0014249931423906163,0.000557113829272215,0.001171933401417971,0.001951233723009788,0.00126165074378092,0.000904779647161513,0.0021416388794432673,0.0009071463838119508,0.000912248085829631,0.0007002358022872541,0.0009155572903989978,0.0009708120428133947,0.0008842468222206626,0.0017884629945106613,0.0018760759913068093,0.0022434143955981276,0.0008960917375219288,0.0006524932244738161,0.0017527289046692174,0.0016485364165427772,0.0016627721510838957,0.0004996886871472176,0.0003721534078750732,0.0004975918594237199,0.0007372736330565795,0.0007736054383459867,0.0017925164034970336,0.002440891891018055,0.0005177031354532185,0.00017839330784605512,0.0008513953493394441,0.00026435234063086827
5 HK,0.0006236759367778165,0.0006871346906729472,0.00015562113146512754,0.0006357004854251295,0.0007686676367199291,0.0005962723002454561,0.00034169587978372573,0.0007837057738767868,0.0009521413613918018,0.0008221618161545686,0.0006326797184693226,0.00015178333998470833,0.0007962275130582679,0.0007228862056543801,0.0008931094316257063,0.0008492369611710702,0.0006723232501745494,0.00025861450539912614,0.0002428367980044349,0.0006236852797691907,0.0007677001921864224,0.0006504417754028951,0.0011087919405891411,0.0004766047690943508,8.954454619419478e-05,0.00014143984919225385,0.0008113923792919621,0.0006506154240908837,-8.928810278989678e-05,0.0007072580297507521,0.0004256489743625498,0.0005369870424631354,0.0007408829092710901,0.0004251484001582614,0.0006487753376756626,0.000676298533209109,0.0009585881205268657,0.0003418622123066054,0.0008211857666397323,0.0008032586923745835,0.001031180175144278,0.0006924792088785472,0.000719548478703442,0.0005995318304879556,0.0008012895207377216,0.0007147448979668659,0.0008238523446304783,0.000738799033716624,0.0009458324108011768,0.0007764508740745243,0.0006403674181666592,0.000993246473583205,0.0006588544355650004,0.00045206846698296827,0.0007917778285349821,0.0009322616027977466,0.001289539995287574,0.00035302204408839427,0.0004060079815629167,0.00022460411515329545,0.00029661215942334857,0.0007570676656531597,0.0004682018815538342,0.0008378104914919247,0.0005019122098126582,0.0001777668186842169,0.0007661694551472999,0.0007946563298339644
511 HK,0.0005599918103616318,0.0005775864382907209,0.00022277646892211825,0.000440232204039073,0.0008407807259979684,0.0006898825069489439,0.0007671929455036869,0.0007814620104466537,0.000942368780946703,0.000631402115991658,0.0006709900565681856,0.0001560358819235086,0.0007644674490194129,0.0005995638137644266,0.0007572056033567967,0.0007154640725373242,0.0005971130672981185,0.00030624966299221216,0.00031827738213110167,0.0007120846003699776,0.0008258362299343936,0.0006312982026998677,0.0004766047690943508,0.0019025053776051324,0.00016713223485265646,0.0005570898578298358,0.0008185807349019264,0.0005466286460676245,0.0005842179338661776,0.0005913409352085609,0.0004074588525817991,0.000609707054717946,0.0005207459358554809,0.0004410379005754772,0.0005779846536567495,0.0005830952122192881,0.000637303302530041,0.0003613728737752705,0.0006462076937595912,0.0005390331844308409,0.0007933216197098463,0.0004249851895729235,0.0005682294149143796,0.00037021822964984456,0.00044337870968984804,0.0005532954824502024,0.0005859001121955859,0.0005523645498431939,0.0007333564827352629,0.0006257581920992416,0.00048606097718752726,0.0010068793213452248,0.0005187360318890243,0.0005556987644027305,0.0007027668979510158,0.0006913677294358057,0.0009976007740762646,0.0004554520334537372,0.00035008291536044737,0.0003069794171215507,0.0003349912860055396,0.0003615810628974946,0.0006005883282784043,0.0006550683384318408,0.0004614765920264579,0.0003615679569087964,0.0007653033653884971,0.00036051464266252247
6 HK,0.00011395464838805821,0.00013872816252291919,0.0002822808643632749,0.00014713640701593015,0.00016708713319824628,0.00014840057437674983,0.00023472956551475683,0.0001483969341030878,9.280511224901811e-05,-1.1628822269098032e-05,0.0001534246473591149,0.0002714426995751484,0.00016679846042565378,0.00014908172444718664,0.00012999276695128576,9.952739408285333e-05,8.769893262325298e-05,0.0003488073087946894,8.21523265134052e-05,0.00011671833474944851,0.00014093732142621314,5.736658504979916e-05,8.954454619419478e-05,0.00016713223485265646,0.0005319822452978386,0.00024146123810660797,8.68066611519916e-05,7.945487016243648e-05,0.00019132420210023405,8.879415432868747e-05,0.000203526060918729,6.586722886509773e-05,0.00012142540130439063,0.00015855033935996922,0.00014328256306381096,7.446223018181494e-05,0.00014817318733638897,6.140578982475107e-05,8.646187738835094e-05,5.463983884585195e-05,6.848812370243462e-05,0.0001800920484687085,0.00014874076897702324,0.00020903804476054286,0.00019395419379611415,0.0001416194676926808,0.00018481807613276928,0.00017537091373797596,0.00018890995987906826,0.00013619203915806488,0.00014167532956346169,0.00015498562787537542,8.634427400942294e-05,0.0001306027142242303,0.000136894836328778,0.00018905185305126174,0.0001388963568771745,0.00016122466853895823,0.00023553778925346607,0.0001716789436789783,4.941011996244703e-05,0.00023841423652564724,0.00024690267119376166,0.00021642226880928903,2.7245511841077298e-05,0.00018985853749468442,0.00016370148275600706,0.0007315001786467565
8 HK,0.0005102291224454863,0.0005371766955514552,0.0003966049047246429,0.00017727367380985972,0.0007043414610867361,0.0005666224650628687,0.003439456584868387,0.0004888885410393686,0.001119594442627769,0.0005171219763981182,0.00032403711488764736,0.00015714922811971182,0.0005966306164118742,0.0005010458742551558,0.00047356139610234195,0.00038556953678086747,0.0002962539298049815,0.0010539338360849126,0.0018561377318883161,0.00046818656572656113,0.0004536186511720054,0.0005990999974136788,0.00014143984919225385,0.0005570898578298358,0.00024146123810660797,0.006198212348256596,0.0010300989780240358,0.00030940780279999324,0.0018861252178754915,0.0005248320883586793,0.0004746806137155198,0.0008358204993353028,0.00039810515977976196,0.004489541244506178,0.00035424147668144566,0.0003680154482480921,0.0009565911466515817,0.0002919029644067979,0.0005253764973218396,-0.0006186734834634934,0.00033099763140854093,0.0014796863373667984,0.0021634631275574997,0.0004915410600890825,0.0009310547566501653,0.00040319195425888855,0.0005116326017158681,0.0008743961054117782,0.000503700393271733,0.0009343906696312538,0.0007410786139636696,0.0019820995955708957,0.0004166749237646613,0.00011911512130310705,0.0009883639330572278,0.00040773182799716046,-2.1242004946445073e-05,0.0003463706139585841,0.00032504937333186797,-0.0010271078789332105,0.00021469082662369275,0.0003619996405491069,0.0001982237745590722,0.0015239862435633244,-0.0004298419008040028,0.00039238087880498154,0.0005848929327932378,0.0002705453512449543
83 HK,0.0014642470293308217,0.00194871342768306,0.0003372538934303528,0.0008171238077008417,0.0019180446738313631,0.0017008652369592846,0.0010221725086762311,0.0017875068332643795,0.0038013432324763724,0.0013605181969944741,0.001272996733053117,0.00017197534679062296,0.0018887928525551391,0.0011253957485356935,0.0017655737837327056,0.0015439471807266387,0.001353499951904362,0.00029739138102956834,0.0005237598706794494,0.0013727488458858564,0.0017357810504631688,0.0014882143138173014,0.0008113923792919621,0.0008185807349019264,8.68066611519916e-05,0.0010300989780240358,0.004365429089731754,0.0010089628596892098,0.0012081752579103722,0.0011195327541389068,0.0013166676206053907,0.0016087800466394627,0.001685619662209055,-0.00018722041455876298,0.0013698222170298432,0.0008396797008188868,0.002456306211425639,0.0006455544970046488,0.001535393464317098,0.001773083357376674,0.0017164210536369105,0.0010938931366988288,0.001251228659603792,0.0008286175328498231,0.0011558201149015062,0.0013573101965836363,0.0014892596012400102,0.0013658084309157298,0.0015396495223661863,0.002721098243599645,0.0021072763765636283,0.003156834956622605,0.0014336252587916415,0.0013885235544071777,0.0026497475743365723,0.001818476258593071,0.003274339011748858,0.0005285324909215867,0.000616353462131096,0.0007912246851646666,0.0006852387530081013,0.0009429454301193036,0.0013952575753842789,0.0029066066753962515,0.001536037131217887,0.00046414345858704863,0.001659186373786628,0.0010223597053375746
941 HK,0.0006876138647560395,0.0008292825209490595,0.00033998975382957245,0.0004928869947889067,0.0009035955778846554,0.0006410567184804079,0.0004649438945342429,0.0009151638416874093,0.0010353506911804707,0.0008815568162938306,0.0006860761969984848,9.623454410204102e-05,0.0008206103559821144,0.0005885816588158937,0.0011064804586346547,0.0011017651610968847,0.0006472779706460997,0.00024261230930536616,0.0003665885228557184,0.0007736180457074502,0.0009147154757722834,0.0006996132589425769,0.0006506154240908837,0.0005466286460676245,7.945487016243648e-05,0.00030940780279999324,0.0010089628596892098,0.0018100634147290363,-9.896692678611065e-05,0.0008403315211240899,0.0005332936983199669,0.001307088911548262,0.0008187483614464913,6.814624061302029e-05,0.000575932481265966,0.00064883155985597,0.0011128514030512115,0.00032156232413142305,0.0010308274047560817,0.000747742774524956,0.0013054826021606431,0.0007577493034690867,0.0009690190864380012,0.00046611516008992826,0.0007809324810398774,0.0009754613324955075,0.0010353719003545162,0.0007749555742873112,0.0011282983087680624,0.0009190734940910944,0.0007512123638198687,0.0012325415704077976,0.000897533413615496,0.000675946024746449,0.0011128257361758024,0.0010375276008861161,0.0015263688237086661,0.00040972404942010883,0.0002689576291858063,0.00040114216076899523,0.0004328294543803674,0.00038375502185643496,0.0005316385404222921,0.00037954300029989757,0.0007828347030059426,0.00023961190974403193,0.0009218616141528133,0.0002761186875167113
97 HK,0.0009166103319127285,0.0012353916795709982,-8.299164544332186e-05,-7.917094547792116e-05,0.0008517366679120708,0.0004113640735594403,0.008222557128874463,-0.0004151222745353076,0.002179821289925358,0.00031182265375231136,9.114730605275181e-05,0.0001789748231513354,0.0012622164192237213,0.00033669898471589684,0.0005141259186249887,0.0006364318810925558,0.0010083601435134084,0.002008089466467186,0.0013087363270757083,0.0006659827789586074,0.0007095497737223786,0.0007230941642953468,-8.928810278989678e-05,0.0005842179338661776,0.00019132420210023405,0.0018861252178754915,0.0012081752579103722,-9.896692678611065e-05,0.03747534207109251,0.0032624499638607167,0.0006963247286066792,0.0002535039692253836,0.0010769725487811384,0.012334010381370308,0.0004071455282465055,0.0002559834934903574,0.0006746632027403675,0.00012796713739964555,0.00039551403779045525,0.0009429557493182757,-0.00042349562951729015,0.004474779294554141,0.0048211983304338145,0.008245254914185249,0.003990567108894065,0.0010104553736553904,0.0009301391915246495,0.004360515587071924,5.573380402520925e-05,0.0014492832950802656,0.0019398597065366733,0.003593385117041124,0.00041482529316413686,0.0012251427416522635,0.0014799281038059635,0.0014287319420272883,-0.00045390036315469075,0.0006354748065037044,0.0003574467922758793,0.0006598619993406652,0.001591588612401816,0.0005663308152397985,0.006307339613836676,-0.001267378297428062,0.0006584093364604825,0.0007026134104723373,8.95988864794988e-05,0.0011688770026110423
992 HK,0.0007952999700577321,0.001070722803602063,0.0003032518219704423,0.0005508634942651564,0.0008773773781935197,0.0008229901405759988,0.004432831756298273,0.0009726871692956518,0.0019462801937694802,0.0006901599233942199,0.0008626748987877333,0.0001589165137600363,0.001124791566530921,0.0005540178882605663,0.0010669640825204563,0.0009285157271138943,0.0009357537684550576,0.0022544375084256212,0.0017572349877828972,0.0006922716903418768,0.0011438407332747052,0.0017376029692087922,0.0007072580297507521,0.0005913409352085609,8.879415432868747e-05,0.0005248320883586793,0.0011195327541389068,0.0008403315211240899,0.0032624499638607167,0.011271291083856837,0.0007533922178572796,0.001929680517570742,0.0018343188831368273,0.004705989663617338,0.0005225293126753163,0.000911425817009999,0.001147580710452072,0.0003289134232885488,0.00110235124252298,0.001187002815950689,0.001072281327919745,0.004609757224741486,0.004034999396981357,0.004681305502762684,0.004733894444703666,0.0007742956844364271,0.0008538748788260099,0.004478501129049555,0.001131934198159044,0.0022633423726699515,0.003299284622861645,0.00310272507860465,0.0011312586629545311,0.000754685277943892,0.0017365737642860337,0.0011621880704852114,0.0015693231689199209,0.0005255076599247352,0.000428320593158424,0.0007149548834069124,0.0018174258667692812,0.0010257393169182077,0.004523987451488951,0.001299748475403184,0.0009175510331800266,0.00039137088610941446,0.0010863572985418681,0.0009319018756460858
